# FIELDS: tokenid	parserid	token	lemma	pos	entity	head	deprel
1	1	Signor	signore	S	O	8	vocative
1938	113	"	[PUNCT]	FB	O	112	punct
1939	114	i	il	RD	O	115	det
1940	115	criteri	criterio	S	O	112	dobj
1941	116	e	e	CC	O	115	cc
1942	117	i	il	RD	O	118	det
1943	118	principi	principe	S	O	115	conj
1944	119	già	già	B	O	120	advmod
1945	120	elaborati	elaborare	V	O	118	acl
1946	121	dalla	dalla	E+RD	O	122	case
1947	122	Corte	corte	S	ORG	120	nmod
1948	123	europea	europeo	A	ORG	122	amod
1949	124	dei	del	E+RD	O	125	case
1950	125	diritti	diritto	S	O	122	nmod
1951	126	dell'	dell'	E+RD	O	127	case
1952	127	uomo	uomo	S	O	125	nmod
1953	128	e	e	CC	O	125	cc
1954	129	dalla	dalla	E+RD	O	130	case
1955	130	Corte	corte	S	ORG	125	conj
1956	131	di	di	E	ORG	132	case
1957	132	giustizia	giustizia	S	ORG	130	nmod
1958	133	delle	della	E+RD	ORG	134	case
1959	134	CE	CE	SP	ORG	132	nmod
1960	135	"	[PUNCT]	FB	O	112	punct
1961	136	e	e	CC	O	92	cc
1962	137	che	che	PR	O	92	conj
1963	138	"	[PUNCT]	FB	O	140	punct
1964	139	al	al	E+RD	O	140	case
1965	140	momento	momento	S	O	137	nmod
1966	141	,	[PUNCT]	FF	O	140	punct
1967	142	nessun	nessun	DI	O	143	det
1968	143	esame	esame	S	O	140	conj
1969	144	di	di	E	O	145	case
1970	145	casi	caso	S	O	143	nmod
1971	146	di	di	E	O	147	case
1972	147	violazione	violazione	S	O	145	nmod
1973	148	grave	grave	A	O	147	amod
1974	149	e	e	CC	O	148	cc
1975	150	persistente	persistente	A	O	148	conj
1976	151	dei	del	E+RD	O	152	case
1977	152	diritti	diritto	S	O	147	nmod
1978	153	dell'	dell'	E+RD	O	154	case
1979	154	uomo	uomo	S	O	152	nmod
1980	155	da	da	E	O	156	case
1981	156	parte	parte	S	O	152	nmod
1982	157	di	di	E	O	159	case
1983	158	uno	un	RI	O	159	det
1984	159	Stato	Stato	SP	O	156	nmod
1985	160	membro	membro	S	O	159	nmod
1986	161	è	essere	V	O	143	acl:relcl
1987	162	in	in	E	O	163	case
1988	163	corso	corso	S	O	161	nmod
1989	164	"	[PUNCT]	FB	O	161	punct
1990	165	.	[PUNCT]	FS	O	66	punct

1991	1	Può	potere	VM	O	4	aux
1992	2	il	il	RD	O	3	det
1993	3	Consiglio	consiglio	S	ORG	4	nsubj
1994	4	escludere	escludere	V	ORG	0	root
1995	5	che	che	CS	O	10	mark
1996	6	i	il	RD	O	7	det
1997	7	fatti	fatto	S	O	10	nsubj
1998	8	sopra	sopra	E	O	9	mark
1999	9	individuati	individuare	V	O	10	advcl
2000	10	costituiscano	costituire	V	O	4	ccomp
2001	11	gravi	grave	A	O	14	amod
2002	12	e	e	CC	O	11	cc
2003	13	persistenti	persistente	A	O	11	conj
2004	14	violazioni	violazione	S	O	10	dobj
2005	15	dei	del	E+RD	O	16	case
2006	16	diritti	diritto	S	O	14	nmod
2007	17	fondamentali	fondamentale	A	O	16	amod
2008	18	quali	quali	E	O	19	mark
2009	19	definiti	definire	V	O	16	acl
2010	20	all'	all'	E+RD	O	21	case
2011	21	articolo	articolo	S	O	19	nmod
2012	22	6	6	N	O	21	nummod
2013	23	del	del	E+RD	O	24	case
2014	24	TUE	TUE	SP	O	21	nmod
2015	25	e	e	CC	O	19	cc
2016	26	,	[PUNCT]	FF	O	19	punct
2017	27	in	in	E	O	28	case
2018	28	caso	caso	S	O	19	nmod
2019	29	affermativo	affermativo	A	O	28	amod
2020	30	,	[PUNCT]	FF	O	28	punct
2021	31	per	per	E	O	33	case
2022	32	quali	quali	DQ	O	33	det
2023	33	ragioni	ragione	S	O	28	nmod
2024	34	?	[PUNCT]	FS	O	4	punct

2025	1	In	in	E	O	2	case
2026	2	caso	caso	S	O	5	nmod
2027	3	negativo	negativo	A	O	2	amod
2028	4	,	[PUNCT]	FF	O	2	punct
2029	5	intende	intendere	V	O	0	root
2030	6	esso	esso	PE	O	5	nsubj
2031	7	attivare	attivare	V	O	5	csubj
2032	8	le	la	RD	O	9	det
2033	9	procedure	procedura	S	O	7	dobj
2034	10	previste	previsto	V	O	9	acl
2035	11	all'	all'	E+RD	O	12	case
2036	12	articolo	articolo	S	O	10	nmod
2037	13	7	7	N	O	12	nummod
2038	14	del	del	E+RD	O	15	case
2039	15	TUE	TUE	SP	O	12	nmod
2040	16	?	[PUNCT]	FS	O	5	punct

2041	1	La	la	RD	O	2	det
2042	2	questione	questione	S	O	10	nsubjpass
2043	3	,	[PUNCT]	FF	O	2	punct
2044	4	signor	signore	S	O	2	appos
2045	5	Presidente	presidente	S	O	4	compound
2046	6	,	[PUNCT]	FF	O	2	punct
2047	7	è	essere	VA	O	10	auxpass
2048	8	già	già	B	O	10	advmod
2049	9	stata	essere	VA	O	10	auxpass
2050	10	affrontata	affrontare	V	O	0	root
2051	11	in	in	E	O	13	case
2052	12	questi	questo	DD	O	13	det
2053	13	termini	termine	S	O	10	nmod
2054	14	più	più	B	O	17	advmod
2055	15	di	di	E	O	17	case
2056	16	una	una	RI	O	17	det
2057	17	volta	volta	S	O	13	nmod
2058	18	durante	durante	E	O	20	case
2059	19	la	la	RD	O	20	det
2060	20	seduta	seduta	S	O	10	nmod
2061	21	odierna	odierno	A	O	20	amod
2062	22	.	[PUNCT]	FS	O	10	punct

2063	1	Dobbiamo	dovere	VM	O	2	aux
2064	2	renderci	rendere	V+PC	O	0	root
2065	3	conto	conto	S	O	2	dobj
2066	4	che	che	CS	O	25	mark
2067	5	la	la	RD	O	6	det
2068	6	situazione	situazione	S	O	25	nsubj
2069	7	austriaca	austriaco	A	O	6	amod
2070	8	,	[PUNCT]	FF	O	6	punct
2071	9	in	in	E	O	10	case
2072	10	particolare	particolare	S	O	25	nmod
2073	11	,	[PUNCT]	FF	O	10	punct
2074	12	e	e	CC	O	10	cc
2075	13	quella	quella	PD	O	10	conj
2076	14	relativa	relativo	A	O	13	amod
2077	15	all'	all'	E+RD	O	16	case
2078	16	Italia	Italia	SP	LOC	14	nmod
2079	17	e	e	CC	O	16	cc
2080	18	al	al	E+RD	O	19	case
2081	19	Belgio	Belgio	SP	ORG	16	conj
2082	20	,	[PUNCT]	FF	O	13	punct
2083	21	descritte	descrivere	V	O	13	acl
2084	22	nell'	nell'	E+RD	O	23	case
2085	23	interrogazione	interrogazione	S	O	21	nmod
2086	24	,	[PUNCT]	FF	O	10	punct
2087	25	esulano	esulare	V	O	3	advcl
2088	26	,	[PUNCT]	FF	O	25	punct
2089	27	se	se	CS	O	28	mark
2090	28	vogliamo	volere	VM	O	25	advcl
2091	29	,	[PUNCT]	FF	O	28	punct
2092	30	da	da	E	O	31	case
2093	31	quanto	quanto	PR	O	28	nmod
2094	32	previsto	previsto	V	O	31	acl:relcl
2095	33	dagli	dal	E+RD	O	34	case
2096	34	articoli	articolo	S	O	32	nmod
2097	35	6	6	N	O	34	nummod
2098	36	e	e	CC	O	35	cc
2099	37	7	7	N	O	35	conj
2100	38	del	del	E+RD	O	39	case
2101	39	Trattato	trattato	S	O	34	nmod
2102	40	di	di	E	O	41	case
2103	41	Amsterdam	Amsterdam	SP	LOC	39	nmod
2104	42	.	[PUNCT]	FS	O	28	punct

2105	1	L'	l'	RD	O	2	det
2106	2	articolo	articolo	S	O	9	nmod
2107	3	6	6	N	O	2	nummod
2108	4	del	del	E+RD	O	6	case
2109	5	suddetto	suddetto	A	O	6	amod
2110	6	Trattato	trattato	S	O	2	nmod
2111	7	-	-	FF	O	2	punct
2112	8	è	essere	V	O	9	cop
2113	9	importante	importante	A	O	0	root
2114	10	ribadirlo	ribadire	V+PC	O	9	csubj
2115	11	in	in	E	O	12	case
2116	12	quanto	quanto	B	O	10	advmod
2117	13	si	si	PC	O	14	expl
2118	14	tratta	trarre	V	O	9	parataxis
2119	15	di	di	E	O	16	case
2120	16	questioni	questione	S	O	14	nmod
2121	17	inedite	inedito	A	O	16	amod
2122	18	sul	sul	E+RD	O	19	case
2123	19	piano	piano	S	O	16	nmod
2124	20	del	del	E+RD	O	21	case
2125	21	contenuto	contenuto	S	O	19	nmod
2126	22	dei	del	E+RD	O	23	case
2127	23	Trattati	trattato	S	O	21	nmod
2128	24	-	-	FF	O	14	punct
2129	25	afferma	affermare	V	O	14	parataxis
2130	26	che	che	CS	O	30	mark
2131	27	l'	l'	RD	O	28	det
2132	28	Unione	Unione	SP	ORG	30	nsubj
2133	29	si	si	PC	O	30	expl
2134	30	riconosce	riconoscere	V	O	25	ccomp
2135	31	nei	nel	E+RD	O	32	case
2136	32	principi	principe	S	O	30	nmod
2137	33	di	di	E	O	34	case
2138	34	libertà	libertà	S	O	32	nmod
2139	35	,	[PUNCT]	FF	O	34	punct
2140	36	democrazia	democrazia	S	O	34	conj
2141	37	e	e	CC	O	34	cc
2142	38	rispetto	rispetto	S	O	34	conj
2143	39	dei	del	E+RD	O	40	case
2144	40	diritti	diritto	S	O	38	nmod
2145	41	umani	umano	A	O	40	amod
2146	42	e	e	CC	O	40	cc
2147	43	delle	della	E+RD	O	44	case
2148	44	libertà	libertà	S	O	40	conj
2149	45	fondamentali	fondamentale	A	O	44	amod
2150	46	,	[PUNCT]	FF	O	30	punct
2151	47	nonché	nonché	CC	O	30	cc
2152	48	nello	nel	E+RD	O	49	case
2153	49	Stato	stato	S	O	30	conj
2154	50	di	di	E	O	51	case
2155	51	diritto	diritto	S	O	49	nmod
2156	52	.	[PUNCT]	FS	O	9	punct

2157	1	Benché	benché	CS	O	11	mark
2158	2	,	[PUNCT]	FF	O	11	punct
2159	3	come	come	E	O	7	case
2160	4	noto	noto	A	O	7	amod
2161	5	,	[PUNCT]	FF	O	4	punct
2162	6	l'	l'	RD	O	7	det
2163	7	Unione	unione	S	LOC	11	nmod
2164	8	europea	europeo	A	LOC	7	amod
2165	9	non	non	BN	O	11	neg
2166	10	sia	essere	V	O	11	cop
2167	11	firmataria	firmatario	A	O	22	advcl
2168	12	della	della	E+RD	O	13	case
2169	13	Convenzione	convenzione	S	ORG	11	nmod
2170	14	europea	europeo	A	O	13	amod
2171	15	dei	del	E+RD	O	16	case
2172	16	diritti	diritto	S	O	13	nmod
2173	17	umani	umano	A	O	16	amod
2174	18	,	[PUNCT]	FF	O	11	punct
2175	19	lo	il	RD	O	21	det
2176	20	stesso	stesso	A	O	21	amod
2177	21	articolo	articolo	S	O	22	nsubj
2178	22	aggiunge	aggiungere	V	O	0	root
2179	23	,	[PUNCT]	FF	O	22	punct
2180	24	a	a	E	O	25	case
2181	25	parziale	parziale	S	O	22	nmod
2182	26	concessione	concessione	S	O	25	compound
2183	27	,	[PUNCT]	FF	O	25	punct
2184	28	che	che	PR	O	32	nsubj
2185	29	l'	l'	RD	O	30	det
2186	30	Unione	unione	S	LOC	32	nsubj
2187	31	europea	europeo	A	LOC	30	amod
2188	32	rispetta	rispettare	V	O	25	acl:relcl
2189	33	i	il	RD	O	34	det
2190	34	diritti	diritto	S	O	32	dobj
2191	35	fondamentali	fondamentale	A	O	34	amod
2192	36	,	[PUNCT]	FF	O	22	punct
2193	37	allo	al	E+RD	O	39	case
2194	38	stesso	stesso	A	O	39	amod
2195	39	modo	modo	S	O	22	nmod
2196	40	in	in	E	O	41	case
2197	41	cui	cui	PR	O	43	nmod
2198	42	li	li	PC	O	43	iobj
2199	43	garantisce	garantire	V	O	39	acl:relcl
2200	44	la	la	RD	O	45	det
2201	45	Convenzione	convenzione	S	ORG	43	nsubj
2202	46	europea	europeo	A	ORG	45	amod
2203	47	per	per	E	O	49	case
2204	48	la	la	RD	O	49	det
2205	49	salvaguardia	salvaguardia	S	O	45	nmod
2206	50	dei	del	E+RD	O	51	case
2207	51	diritti	diritto	S	O	49	nmod
2208	52	dell'	dell'	E+RD	O	53	case
2209	53	uomo	uomo	S	O	51	nmod
2210	54	e	e	CC	O	53	cc
2211	55	delle	della	E+RD	O	56	case
2212	56	libertà	libertà	S	O	53	conj
2213	57	fondamentali	fondamentale	A	O	56	amod
2214	58	.	[PUNCT]	FS	O	22	punct

2215	1	Quanto	quanto	B	O	7	advmod
2216	2	all'	all'	E+RD	O	3	case
2217	3	articolo	articolo	S	O	1	nmod
2218	4	7	7	N	O	3	nummod
2219	5	-	-	FF	O	1	punct
2220	6	si	si	PC	O	7	expl
2221	7	tratta	trarre	V	O	0	root
2222	8	tra	tra	E	O	10	case
2223	9	l'	l'	RD	O	10	det
2224	10	altro	altro	PI	O	7	nmod
2225	11	di	di	E	O	13	case
2226	12	una	una	RI	O	13	det
2227	13	proposta	proposta	S	O	10	nmod
2228	14	portoghese	portoghese	A	O	13	amod
2229	15	che	che	PR	O	17	nsubj
2230	16	ho	avere	VA	O	17	aux
2231	17	avuto	avere	V	O	13	acl:relcl
2232	18	modo	modo	S	O	17	dobj
2233	19	di	di	E	O	20	mark
2234	20	presentare	presentare	V	O	18	acl
2235	21	in	in	E	O	22	case
2236	22	seno	seno	S	O	20	nmod
2237	23	al	al	E+RD	O	24	case
2238	24	gruppo	gruppo	S	O	20	nmod
2239	25	di	di	E	O	26	case
2240	26	riflessione	riflessione	S	O	24	nmod
2241	27	dell'	dell'	E+RD	O	29	case
2242	28	ultima	ultimo	NO	O	29	amod
2243	29	Conferenza	Conferenza	SP	ORG	26	nmod
2244	30	intergovernativa	intergovernativo	A	ORG	29	amod
2245	31	-	-	FF	O	7	punct
2246	32	esso	esso	PE	O	34	nsubj
2247	33	ha	avere	VA	O	34	aux
2248	34	creato	creare	V	O	7	ccomp
2249	35	un	un	RI	O	36	det
2250	36	meccanismo	meccanismo	S	O	34	dobj
2251	37	particolare	particolare	A	O	36	amod
2252	38	-	-	FF	O	34	punct
2253	39	ed	ed	CC	O	34	cc
2254	40	è	essere	V	O	43	cop
2255	41	questo	questo	PD	O	43	nmod
2256	42	il	il	RD	O	43	det
2257	43	punto	punto	S	O	34	conj
2258	44	cui	cui	PR	O	46	nsubj
2259	45	si	si	PC	O	46	expl
2260	46	riferisce	riferire	V	O	43	acl:relcl
2261	47	l'	l'	RD	O	48	det
2262	48	interrogazione	interrogazione	S	O	46	nsubj
2263	49	-	-	FB	O	52	punct
2264	50	che	che	PR	O	52	nsubj
2265	51	è	essere	VA	O	52	cop
2266	52	sanzionatorio	sanzionatorio	A	O	48	acl:relcl
2267	53	nei	nel	E+RD	O	54	case
2268	54	confronti	confronto	S	O	52	nmod
2269	55	di	di	E	O	57	case
2270	56	qualsiasi	qualsiasi	DI	O	57	det
2271	57	Stato	Stato	SP	O	54	nmod
2272	58	membro	membro	S	O	57	nmod
2273	59	che	che	PR	O	60	nsubj
2274	60	violi	violare	V	O	54	acl:relcl
2275	61	in	in	E	O	62	case
2276	62	modo	modo	S	O	60	nmod
2277	63	grave	grave	A	O	62	amod
2278	64	e	e	CC	O	63	cc
2279	65	persistente	persistente	A	O	63	conj
2280	66	alcuni	alcuni	PI	O	60	dobj
2281	67	dei	del	E+RD	O	68	case
2282	68	principi	principe	S	O	66	nmod
2283	69	enunciati	enunciare	V	O	68	acl
2284	70	nel	nel	E+RD	O	72	case
2285	71	citato	citare	V	O	72	acl
2286	72	articolo	articolo	S	O	69	nmod
2287	73	6	6	N	O	72	nummod
2288	74	.	[PUNCT]	FS	O	7	punct

2289	1	Da	da	E	O	3	case
2290	2	tale	tale	DD	O	3	det
2291	3	sanzione	sanzione	S	O	5	nmod
2292	4	può	potere	VM	O	5	aux
2293	5	prendere	prendere	V	O	0	root
2294	6	le	le	PC	O	7	iobj
2295	7	mosse	muovere	V	O	5	ccomp
2296	8	la	la	RD	O	9	det
2297	9	sospensione	sospensione	S	O	7	dobj
2298	10	dei	del	E+RD	O	11	case
2299	11	diritti	diritto	S	O	9	nmod
2300	12	dello	del	E+RD	O	13	case
2301	13	Stato	stato	S	O	11	nmod
2302	14	in	in	E	O	15	case
2303	15	questione	questione	S	O	7	nmod
2304	16	in	in	E	O	18	case
2305	17	quanto	quanto	B	O	18	advmod
2306	18	membro	membro	S	O	15	nmod
2307	19	dell'	dell'	E+RD	O	20	case
2308	20	Unione	Unione	SP	LOC	18	nmod
2309	21	.	[PUNCT]	FS	O	5	punct

2310	1	Tale	tale	DD	O	2	det
2311	2	meccanismo	meccanismo	S	O	3	nsubj
2312	3	risale	risalire	V	O	0	root
2313	4	ad	ad	E	O	6	case
2314	5	una	una	RI	O	6	det
2315	6	proposta	proposta	S	O	3	nmod
2316	7	contenuta	contenuto	A	O	6	amod
2317	8	nel	nel	E+RD	O	9	case
2318	9	progetto	progetto	S	O	7	nmod
2319	10	Spinelli	Spinelli	SP	PER	9	nmod
2320	11	del	del	E+RD	O	12	case
2321	12	1984	1984	N	O	9	nummod
2322	13	,	[PUNCT]	FF	O	6	punct
2323	14	legata	legare	V	O	6	acl
2324	15	alla	alla	E+RD	O	16	case
2325	16	necessità	necessità	S	O	14	nmod
2326	17	di	di	E	O	18	mark
2327	18	prevenire	prevenire	V	O	16	acl
2328	19	infrazioni	infrazione	S	O	18	dobj
2329	20	ai	al	E+RD	O	21	case
2330	21	principi	principe	S	O	18	nmod
2331	22	democratici	democratico	A	O	21	amod
2332	23	all'	all'	E+RD	O	24	case
2333	24	interno	interno	S	O	21	nmod
2334	25	di	di	E	O	27	case
2335	26	uno	un	RI	O	27	det
2336	27	Stato	Stato	SP	O	24	nmod
2337	28	membro	membro	S	O	27	nmod
2338	29	e	e	CC	O	27	cc
2339	30	,	[PUNCT]	FF	O	27	punct
2340	31	in	in	E	O	32	case
2341	32	particolare	particolare	S	O	34	nmod
2342	33	,	[PUNCT]	FF	O	32	punct
2343	34	fenomeni	fenomeno	S	O	27	appos
2344	35	in	in	E	O	36	case
2345	36	grado	grado	S	O	34	nmod
2346	37	di	di	E	O	38	mark
2347	38	attentare	attentare	V	O	36	acl
2348	39	ai	al	E+RD	O	40	case
2349	40	principi	principe	S	O	38	nmod
2350	41	dello	del	E+RD	O	42	case
2351	42	Stato	stato	S	O	40	nmod
2352	43	di	di	E	O	44	case
2353	44	diritto	diritto	S	O	42	nmod
2354	45	.	[PUNCT]	FS	O	3	punct

2355	1	E'	E'	V	O	2	cop
2356	2	importante	importante	A	O	0	root
2357	3	ribadire	ribadire	V	O	2	csubj
2358	4	che	che	CS	O	18	mark
2359	5	i	il	RD	O	6	det
2360	6	fatti	fatto	S	O	18	nmod
2361	7	a	a	E	O	8	case
2362	8	cui	cui	PR	O	9	nmod
2363	9	fa	fare	V	O	6	acl:relcl
2364	10	riferimento	riferimento	S	O	9	dobj
2365	11	l'	l'	RD	O	12	det
2366	12	onorevole	onorevole	S	O	18	nsubj
2367	13	Dupuis	Dupuis	SP	PER	12	nmod
2368	14	nella	nella	E+RD	O	16	case
2369	15	sua	suo	AP	O	16	det:poss
2370	16	interrogazione	interrogazione	S	O	12	nmod
2371	17	non	non	BN	O	18	neg
2372	18	costituiscono	costituire	V	O	3	ccomp
2373	19	una	una	RI	O	20	det
2374	20	violazione	violazione	S	O	18	dobj
2375	21	dei	del	E+RD	O	22	case
2376	22	principi	principe	S	O	20	nmod
2377	23	menzionati	menzionare	V	O	22	acl
2378	24	nell'	nell'	E+RD	O	25	case
2379	25	articolo	articolo	S	O	23	nmod
2380	26	6	6	N	O	25	nummod
2381	27	del	del	E+RD	O	28	case
2382	28	Trattato	trattato	S	O	25	nmod
2383	29	.	[PUNCT]	FS	O	2	punct

2384	1	Non	non	BN	O	4	neg
2385	2	si	si	PC	O	4	expl:impers
2386	3	può	potere	VM	O	4	aux
2387	4	invocare	invocare	V	O	0	root
2388	5	l'	l'	RD	O	6	det
2389	6	applicazione	applicazione	S	O	4	dobj
2390	7	di	di	E	O	9	case
2391	8	questo	questo	DD	O	9	det
2392	9	articolo	articolo	S	O	6	nmod
2393	10	per	per	E	O	11	mark
2394	11	motivare	motivare	V	O	4	advcl
2395	12	un'	un'	RI	O	13	det
2396	13	ingerenza	ingerenza	S	O	11	dobj
2397	14	nell'	nell'	E+RD	O	15	case
2398	15	amministrazione	amministrazione	S	O	13	nmod
2399	16	degli	del	E+RD	O	17	case
2400	17	affari	affare	S	O	15	nmod
2401	18	interni	interno	A	O	17	amod
2402	19	degli	del	E+RD	O	20	case
2403	20	Stati	Stati	SP	O	17	nmod
2404	21	membri	membro	S	O	20	nmod
2405	22	,	[PUNCT]	FF	O	4	punct
2406	23	in	in	E	O	24	case
2407	24	particolare	particolare	S	O	4	nmod
2408	25	nel	nel	E+RD	O	26	case
2409	26	settore	settore	S	O	24	nmod
2410	27	della	della	E+RD	O	28	case
2411	28	giustizia	giustizia	S	O	26	nmod
2412	29	.	[PUNCT]	FS	O	4	punct

2413	1	L'	l'	RD	O	3	det
2414	2	effettiva	effettivo	A	O	3	amod
2415	3	violazione	violazione	S	O	13	nsubjpass
2416	4	di	di	E	O	6	case
2417	5	un	un	RI	O	6	det
2418	6	principio	principio	S	O	3	nmod
2419	7	enunciato	enunciare	V	O	6	acl
2420	8	nell'	nell'	E+RD	O	9	case
2421	9	articolo	articolo	S	O	7	nmod
2422	10	6	6	N	O	9	nummod
2423	11	deve	dovere	VM	O	13	aux
2424	12	essere	essere	VA	O	13	auxpass
2425	13	verificata	verificare	V	O	0	root
2426	14	dal	dal	E+RD	O	15	case
2427	15	Consiglio	consiglio	S	ORG	13	nmod
2428	16	-	-	FB	O	21	punct
2429	17	anche	anche	B	O	18	advmod
2430	18	questo	questo	PD	O	21	nsubj
2431	19	è	essere	V	O	21	cop
2432	20	un	un	RI	O	21	det
2433	21	punto	punto	S	O	13	nmod
2434	22	importante	importante	A	O	21	amod
2435	23	ed	ed	CC	O	21	cc
2436	24	è	essere	V	O	26	cop
2437	25	la	la	RD	O	26	det
2438	26	ragione	ragione	S	O	21	conj
2439	27	per	per	E	O	28	case
2440	28	cui	cui	PR	O	32	nmod
2441	29	non	non	BN	O	32	neg
2442	30	è	essere	VA	O	32	aux
2443	31	stato	essere	VA	O	32	auxpass
2444	32	attivato	attivare	V	O	26	acl:relcl
2445	33	alcun	alcun	DI	O	34	det
2446	34	meccanismo	meccanismo	S	O	32	nsubjpass
2447	35	-	-	FB	O	37	punct
2448	36	in	in	E	O	37	case
2449	37	seguito	seguito	S	O	34	nmod
2450	38	alla	alla	E+RD	O	39	case
2451	39	proposta	proposta	S	O	37	nmod
2452	40	di	di	E	O	42	case
2453	41	un	un	RI	O	42	det
2454	42	terzo	terzo	NO	O	39	nmod
2455	43	degli	del	E+RD	O	44	case
2456	44	Stati	Stati	SP	O	42	nmod
2457	45	membri	membro	S	O	44	nmod
2458	46	o	o	CC	O	42	cc
2459	47	su	su	E	O	48	case
2460	48	iniziativa	iniziativa	S	O	42	conj
2461	49	della	della	E+RD	O	50	case
2462	50	Commissione	commissione	S	ORG	48	nmod
2463	51	europea	europeo	A	ORG	50	amod
2464	52	,	[PUNCT]	FF	O	21	punct
2465	53	previo	previo	A	O	54	amod
2466	54	parere	parere	S	O	21	conj
2467	55	favorevole	favorevole	A	O	54	amod
2468	56	del	del	E+RD	O	57	case
2469	57	Parlamento	parlamento	S	ORG	54	nmod
2470	58	.	[PUNCT]	FS	O	21	punct

2471	1	Ebbene	ebbene	CS	O	11	mark
2472	2	,	[PUNCT]	FF	O	11	punct
2473	3	nessuno	nessuno	PI	O	11	nsubj
2474	4	degli	del	E+RD	O	5	case
2475	5	organi	organo	S	O	3	nmod
2476	6	con	con	E	O	7	case
2477	7	diritto	diritto	S	O	5	nmod
2478	8	d'	da	E	O	9	case
2479	9	iniziativa	iniziativa	S	O	7	nmod
2480	10	ha	avere	VA	O	11	aux
2481	11	sollecitato	sollecitare	V	O	23	advcl
2482	12	tale	tale	DD	O	13	det
2483	13	procedura	procedura	S	O	23	nmod
2484	14	e	e	CC	O	13	cc
2485	15	,	[PUNCT]	FF	O	13	punct
2486	16	a	a	E	O	18	case
2487	17	nostro	nostro	AP	O	18	det:poss
2488	18	avviso	avviso	S	O	23	nmod
2489	19	,	[PUNCT]	FF	O	18	punct
2490	20	la	la	RD	O	21	det
2491	21	situazione	situazione	S	O	23	nsubj
2492	22	non	non	BN	O	23	neg
2493	23	presenta	presentare	V	O	0	root
2494	24	aspetti	aspetto	S	O	23	dobj
2495	25	tali	tale	PD	O	24	nmod
2496	26	da	da	E	O	27	mark
2497	27	richiedere	richiedere	V	O	25	acl
2498	28	l'	l'	RD	O	29	det
2499	29	applicazione	applicazione	S	O	27	dobj
2500	30	dell'	dell'	E+RD	O	31	case
2501	31	articolo	articolo	S	O	29	nmod
2502	32	7	7	N	O	31	nummod
2503	33	.	[PUNCT]	FS	O	23	punct

2504	1	Riguardo	riguardo	S	O	0	root
2505	2	alla	alla	E+RD	O	3	case
2506	3	dichiarazione	dichiarazione	S	O	1	nmod
2507	4	del	del	E+RD	O	5	case
2508	5	Consiglio	consiglio	S	ORG	3	nmod
2509	6	del	del	E+RD	O	7	case
2510	7	giorno	giorno	S	O	5	nmod
2511	8	2	2	N	O	7	nummod
2512	9	scorso	scorso	A	O	7	amod
2513	10	,	[PUNCT]	FF	O	1	punct
2514	11	torno	tornare	V	O	1	acl
2515	12	a	a	E	O	13	mark
2516	13	ripetere	ripetere	V	O	11	xcomp
2517	14	,	[PUNCT]	FF	O	11	punct
2518	15	dal	dal	E+RD	O	16	case
2519	16	momento	momento	S	O	11	nmod
2520	17	che	che	CS	O	20	mark
2521	18	sono	essere	VA	O	20	aux
2522	19	stato	essere	V	O	20	cop
2523	20	io	io	PE	O	16	nmod
2524	21	a	a	E	O	22	mark
2525	22	pronunciarla	pronunciare	V+PC	O	20	acl
2526	23	davanti	davanti	B	O	25	case
2527	24	all'	all'	E+RD	O	23	mwe
2528	25	Assemblea	assemblea	S	ORG	22	nmod
2529	26	,	[PUNCT]	FF	O	20	punct
2530	27	che	che	PR	O	30	nsubjpass
2531	28	è	essere	VA	O	30	aux
2532	29	stata	essere	VA	O	30	auxpass
2533	30	fatta	fare	V	O	20	acl:relcl
2534	31	sì	sì	B	O	30	advmod
2535	32	dalla	dalla	E+RD	O	33	case
2536	33	Presidenza	presidenza	S	ORG	30	nmod
2537	34	del	del	E+RD	ORG	35	case
2538	35	Consiglio	consiglio	S	ORG	33	nmod
2539	36	,	[PUNCT]	FF	O	30	punct
2540	37	ma	ma	CC	O	30	cc
2541	38	a	a	E	O	39	case
2542	39	nome	nome	S	O	30	conj
2543	40	di	di	E	O	42	case
2544	41	quattordici	quattordici	A	O	42	amod
2545	42	Stati	stato	S	O	39	nmod
2546	43	membri	membro	S	O	42	compound
2547	44	e	e	CC	O	39	cc
2548	45	che	che	CS	O	39	conj
2549	46	,	[PUNCT]	FF	O	45	punct
2550	47	ovviamente	ovviamente	B	O	46	advmod
2551	48	,	[PUNCT]	FF	O	47	punct
2552	49	gli	il	RD	O	50	det
2553	50	effetti	effetto	S	O	47	nsubj
2554	51	di	di	E	O	53	case
2555	52	tale	tale	DD	O	53	det
2556	53	dichiarazione	dichiarazione	S	O	50	nmod
2557	54	e	e	CC	O	53	cc
2558	55	degli	del	E+RD	O	56	case
2559	56	elementi	elemento	S	O	53	conj
2560	57	in	in	E	O	58	case
2561	58	essa	essa	PE	O	63	nmod
2562	59	contenuti	contenuto	S	O	63	nsubj
2563	60	relativamente	relativamente	B	O	62	advmod
2564	61	all'	all'	E+RD	O	62	case
2565	62	Austria	Austria	SP	LOC	59	nmod
2566	63	vincolano	vincolare	V	O	56	acl
2567	64	i	il	RD	O	66	det
2568	65	singoli	singolo	A	O	66	amod
2569	66	Stati	stato	S	O	63	dobj
2570	67	membri	membro	S	O	66	compound
2571	68	solo	solo	B	O	70	advmod
